timestamp,cattle_id,day,body_temperature_c,heart_rate_bpm,respiration_rate_bpm,activity_percent,feed_intake_kg_day,water_intake_l_day,ambient_temperature_c,humidity_percent,co2_ppm,nh3_ppm,disease_risk_score,health_status,disease_alert
2026-06-20 07:00:00,CATTLE-005,36,38.581,73.156,18.884,64.642,6.117,30.071,28.883,77.938,763.732,4.462,0.051,Healthy,0
2026-06-20 08:00:00,CATTLE-005,36,38.536,75.447,16.573,74.258,6.079,30.363,30.067,74.491,738.878,3.202,0.023,Healthy,0
2026-06-20 09:00:00,CATTLE-005,36,38.474,74.065,17.763,72.642,6.326,29.859,29.823,70.762,828.836,3.608,0.01,Healthy,0
2026-06-20 10:00:00,CATTLE-005,36,38.454,74.176,17.312,64.846,5.999,30.1,31.846,72.058,697.08,5.525,0.033,Healthy,0
2026-06-20 11:00:00,CATTLE-005,36,38.358,75.767,15.801,70.897,6.25,29.863,31.726,69.937,658.367,4.865,0.021,Healthy,0
2026-06-20 12:00:00,CATTLE-005,36,38.516,73.662,19.187,75.459,6.156,29.669,32.538,73.973,809.107,4.439,0.029,Healthy,0
2026-06-20 13:00:00,CATTLE-005,36,38.485,71.782,17.192,79.31,6.203,28.665,31.092,68.59,560.904,4.382,0.017,Healthy,0
2026-06-20 14:00:00,CATTLE-005,36,38.404,70.525,17.401,67.755,6.016,29.353,31.774,66.713,546.57,2.683,0.053,Healthy,0
2026-06-20 15:00:00,CATTLE-005,36,38.476,73.2,17.906,75.748,5.98,28.777,29.741,74.406,688.029,3.917,0.042,Healthy,0
2026-06-20 16:00:00,CATTLE-005,36,38.528,73.924,19.362,68.185,6.153,29.198,29.377,74.056,591.478,3.308,0.044,Healthy,0
2026-06-20 17:00:00,CATTLE-005,36,38.521,74.808,17.96,63.692,5.884,31.404,28.43,76.764,493.014,2.779,0.047,Healthy,0
2026-06-20 18:00:00,CATTLE-005,36,38.61,74.124,17.108,64.477,5.577,28.551,28.074,75.812,489.0,2.088,0.047,Healthy,0
2026-06-20 19:00:00,CATTLE-005,36,38.372,75.306,17.363,59.218,5.969,27.917,27.547,80.403,485.186,2.294,0.035,Healthy,0
2026-06-20 20:00:00,CATTLE-005,36,38.386,81.795,19.614,62.28,5.738,26.988,26.753,85.823,465.22,2.748,0.023,Healthy,0
2026-06-20 21:00:00,CATTLE-005,36,38.348,78.955,19.057,59.614,5.823,26.958,25.713,87.58,524.775,1.789,0.023,Healthy,0
2026-06-20 22:00:00,CATTLE-005,36,38.347,79.639,20.326,61.93,5.716,27.588,25.5,82.777,679.229,2.924,0.032,Healthy,0
2026-06-20 23:00:00,CATTLE-005,36,38.321,82.023,20.473,55.99,5.832,26.867,23.713,87.367,632.272,2.645,0.038,Healthy,0
2026-06-21 00:00:00,CATTLE-005,37,38.305,74.55,18.729,48.027,5.323,27.726,25.906,83.187,615.768,3.328,0.094,Healthy,0
2026-06-21 01:00:00,CATTLE-005,37,38.304,74.86,17.84,49.712,5.858,26.428,24.633,85.118,726.212,3.298,0.046,Healthy,0
2026-06-21 02:00:00,CATTLE-005,37,38.358,76.065,18.047,62.485,5.529,27.655,24.87,84.352,700.367,2.572,0.0,Healthy,0
2026-06-21 03:00:00,CATTLE-005,37,38.341,75.832,18.968,47.045,5.373,26.107,25.797,83.604,717.955,2.897,0.099,Healthy,0
2026-06-21 04:00:00,CATTLE-005,37,38.361,77.54,21.69,62.557,5.821,28.513,26.758,79.32,620.329,5.012,0.031,Healthy,0
2026-06-21 05:00:00,CATTLE-005,37,38.447,75.589,16.917,58.063,5.766,27.684,26.442,82.179,701.648,4.245,0.047,Healthy,0
2026-06-21 06:00:00,CATTLE-005,37,38.506,75.824,17.988,62.598,5.655,26.866,29.41,75.638,834.377,4.41,0.031,Healthy,0
2026-06-21 07:00:00,CATTLE-005,37,38.543,78.579,19.798,67.036,6.072,28.451,29.22,75.663,750.747,4.425,0.034,Healthy,0
2026-06-21 08:00:00,CATTLE-005,37,38.447,75.467,18.29,71.996,6.121,30.877,30.522,73.604,740.244,5.359,0.034,Healthy,0
2026-06-21 09:00:00,CATTLE-005,37,38.531,74.795,18.476,76.667,5.948,29.028,29.821,72.937,705.79,4.979,0.056,Healthy,0
2026-06-21 10:00:00,CATTLE-005,37,38.521,75.712,16.137,67.291,6.259,30.551,30.854,71.47,710.45,4.594,0.022,Healthy,0
2026-06-21 11:00:00,CATTLE-005,37,38.524,72.677,18.444,76.927,6.503,29.135,30.495,70.542,663.262,4.1,0.029,Healthy,0
2026-06-21 12:00:00,CATTLE-005,37,38.587,73.297,15.19,73.802,5.972,29.354,32.221,76.179,651.97,4.304,0.045,Healthy,0
2026-06-21 13:00:00,CATTLE-005,37,38.572,75.361,17.053,72.425,6.304,31.837,31.397,70.315,604.443,3.159,0.033,Healthy,0
2026-06-21 14:00:00,CATTLE-005,37,38.421,72.287,18.529,68.864,6.088,29.795,30.07,73.341,439.551,3.844,0.05,Healthy,0
2026-06-21 15:00:00,CATTLE-005,37,38.598,73.763,16.39,67.206,6.107,30.719,30.76,72.941,526.727,2.568,0.023,Healthy,0
2026-06-21 16:00:00,CATTLE-005,37,38.388,77.817,15.857,76.807,6.204,29.615,29.531,75.299,486.292,2.742,0.031,Healthy,0
2026-06-21 17:00:00,CATTLE-005,37,38.456,74.73,20.237,66.287,6.221,29.544,29.333,69.23,515.181,3.585,0.033,Healthy,0
2026-06-21 18:00:00,CATTLE-005,37,38.5,73.687,18.33,58.196,5.864,29.243,26.77,78.578,625.186,3.893,0.036,Healthy,0
2026-06-21 19:00:00,CATTLE-005,37,38.422,73.545,20.135,70.887,5.95,26.908,26.278,80.368,514.381,2.712,0.039,Healthy,0
2026-06-21 20:00:00,CATTLE-005,37,38.311,78.922,19.902,60.903,5.872,27.765,25.148,87.354,657.585,2.307,0.01,Healthy,0
2026-06-21 21:00:00,CATTLE-005,37,38.501,78.604,19.976,54.511,5.806,27.744,26.208,87.143,478.878,2.77,0.032,Healthy,0
2026-06-21 22:00:00,CATTLE-005,37,38.322,79.262,18.799,50.762,5.54,27.953,24.969,82.773,564.716,2.877,0.027,Healthy,0
2026-06-21 23:00:00,CATTLE-005,37,38.503,81.575,20.35,54.793,5.899,27.117,24.74,86.307,604.151,3.32,0.025,Healthy,0
2026-06-22 00:00:00,CATTLE-005,38,38.406,82.924,19.336,51.643,5.551,24.845,24.639,88.689,612.035,2.707,0.034,Healthy,0
2026-06-22 01:00:00,CATTLE-005,38,38.415,76.665,17.309,50.882,5.556,27.31,24.664,88.737,671.426,2.472,0.048,Healthy,0
2026-06-22 02:00:00,CATTLE-005,38,38.291,77.321,19.24,48.441,5.83,27.507,25.333,81.967,719.828,2.657,0.056,Healthy,0
2026-06-22 03:00:00,CATTLE-005,38,38.409,77.037,19.883,62.381,5.653,27.112,26.076,82.251,730.934,4.367,0.026,Healthy,0
2026-06-22 04:00:00,CATTLE-005,38,38.477,74.84,19.308,59.737,5.772,28.435,27.33,79.803,747.332,4.119,0.029,Healthy,0
2026-06-22 05:00:00,CATTLE-005,38,38.311,77.351,19.63,64.645,6.223,27.16,26.918,76.885,695.282,4.226,0.029,Healthy,0
2026-06-22 06:00:00,CATTLE-005,38,38.487,76.01,17.574,61.284,5.883,29.147,27.983,82.321,798.161,4.086,0.007,Healthy,0
2026-06-22 07:00:00,CATTLE-005,38,38.407,78.662,19.13,71.446,6.007,29.671,29.441,74.401,673.341,4.925,0.01,Healthy,0
2026-06-22 08:00:00,CATTLE-005,38,38.468,75.307,18.248,70.831,5.743,29.068,29.577,75.458,826.85,3.941,0.03,Healthy,0
2026-06-22 09:00:00,CATTLE-005,38,38.689,71.68,17.542,72.99,6.296,30.221,30.4,70.367,727.431,5.084,0.036,Healthy,0
2026-06-22 10:00:00,CATTLE-005,38,38.561,72.061,17.422,65.579,6.037,29.08,31.278,72.712,667.172,4.696,0.011,Healthy,0
2026-06-22 11:00:00,CATTLE-005,38,38.641,71.926,15.591,65.655,6.139,29.569,31.235,69.786,690.618,4.282,0.047,Healthy,0
2026-06-22 12:00:00,CATTLE-005,38,38.615,71.619,17.693,71.405,6.149,29.276,31.112,69.971,643.974,3.301,0.025,Healthy,0
2026-06-22 13:00:00,CATTLE-005,38,38.5,70.115,17.381,73.305,6.346,28.353,31.865,66.074,668.916,4.464,0.005,Healthy,0
2026-06-22 14:00:00,CATTLE-005,38,38.448,74.789,16.145,64.655,6.065,28.462,32.684,73.462,564.343,2.975,0.021,Healthy,0
2026-06-22 15:00:00,CATTLE-005,38,38.495,74.749,18.828,69.352,5.854,29.624,29.801,74.366,611.742,3.055,0.036,Healthy,0
2026-06-22 16:00:00,CATTLE-005,38,38.387,72.99,17.015,70.563,5.899,28.268,29.865,74.701,569.059,3.514,0.034,Healthy,0
2026-06-22 17:00:00,CATTLE-005,38,38.518,74.788,17.518,65.969,6.194,27.489,29.224,78.962,572.067,2.331,0.019,Healthy,0
2026-06-22 18:00:00,CATTLE-005,38,38.284,76.834,19.034,65.818,5.842,29.323,27.633,74.964,455.715,2.48,0.018,Healthy,0
2026-06-22 19:00:00,CATTLE-005,38,38.42,81.091,18.025,61.852,6.107,28.608,27.457,80.476,424.506,2.72,0.038,Healthy,0
2026-06-22 20:00:00,CATTLE-005,38,38.433,80.255,21.393,66.914,5.698,27.595,25.257,81.019,570.202,2.179,0.027,Healthy,0
2026-06-22 21:00:00,CATTLE-005,38,38.399,75.088,18.329,63.205,5.634,27.763,24.514,82.973,531.004,1.689,0.048,Healthy,0
2026-06-22 22:00:00,CATTLE-005,38,38.275,79.308,17.316,56.747,5.818,27.169,25.647,89.441,586.903,3.157,0.023,Healthy,0
2026-06-22 23:00:00,CATTLE-005,38,38.371,76.885,18.584,58.205,5.425,25.99,24.76,80.292,473.746,3.126,0.045,Healthy,0
2026-06-23 00:00:00,CATTLE-005,39,38.323,79.801,21.408,56.441,5.481,26.261,22.776,82.345,728.703,2.869,0.026,Healthy,0
2026-06-23 01:00:00,CATTLE-005,39,38.36,77.411,20.73,49.809,6.074,26.352,23.759,85.704,645.626,4.314,0.028,Healthy,0
2026-06-23 02:00:00,CATTLE-005,39,38.353,76.913,19.476,57.472,5.891,26.439,24.497,88.914,632.717,3.476,0.008,Healthy,0
2026-06-23 03:00:00,CATTLE-005,39,38.437,78.26,19.982,59.35,5.564,28.224,25.941,81.462,786.672,3.97,0.037,Healthy,0
2026-06-23 04:00:00,CATTLE-005,39,38.272,76.041,18.44,60.99,5.595,26.798,27.812,84.158,725.502,4.763,0.024,Healthy,0
2026-06-23 05:00:00,CATTLE-005,39,38.393,79.503,22.132,64.635,5.982,27.325,26.806,76.96,763.548,4.291,0.025,Healthy,0
2026-06-23 06:00:00,CATTLE-005,39,38.495,77.203,20.334,71.063,5.551,28.612,27.632,78.894,831.303,3.849,0.014,Healthy,0
2026-06-23 07:00:00,CATTLE-005,39,38.543,75.025,17.284,69.753,5.931,27.827,28.878,76.155,743.827,4.266,0.043,Healthy,0
2026-06-23 08:00:00,CATTLE-005,39,38.434,75.382,19.586,76.437,5.99,29.87,29.782,78.211,768.572,4.618,0.047,Healthy,0
2026-06-23 09:00:00,CATTLE-005,39,38.602,75.276,16.587,71.713,5.99,29.694,30.784,72.479,723.255,4.396,0.027,Healthy,0
2026-06-23 10:00:00,CATTLE-005,39,38.508,76.963,18.825,62.002,6.173,28.078,31.342,67.8,719.176,4.278,0.002,Healthy,0
2026-06-23 11:00:00,CATTLE-005,39,38.625,76.562,18.009,69.97,5.921,29.894,31.797,68.056,751.895,4.141,0.048,Healthy,0
2026-06-23 12:00:00,CATTLE-005,39,38.626,70.693,16.303,72.775,6.348,29.345,33.462,67.242,711.343,4.345,0.011,Healthy,0
2026-06-23 13:00:00,CATTLE-005,39,38.521,74.066,16.619,77.31,6.25,31.938,31.686,68.947,728.588,4.331,0.04,Healthy,0
2026-06-23 14:00:00,CATTLE-005,39,38.488,74.317,19.66,71.875,6.368,28.563,32.227,68.328,653.883,3.243,0.032,Healthy,0
2026-06-23 15:00:00,CATTLE-005,39,38.614,75.849,15.899,76.414,5.718,28.677,30.004,73.246,525.648,4.093,0.052,Healthy,0
2026-06-23 16:00:00,CATTLE-005,39,38.444,75.994,19.044,69.934,5.866,30.168,29.026,76.406,547.501,3.428,0.026,Healthy,0
2026-06-23 17:00:00,CATTLE-005,39,38.406,73.689,19.725,71.312,6.203,30.957,29.559,70.569,510.595,2.392,0.039,Healthy,0
2026-06-23 18:00:00,CATTLE-005,39,38.48,76.051,17.435,65.617,5.878,27.685,29.385,79.269,595.711,2.455,0.038,Healthy,0
2026-06-23 19:00:00,CATTLE-005,39,38.431,75.097,18.38,58.61,5.711,28.18,26.004,79.398,561.896,3.057,0.044,Healthy,0
2026-06-23 20:00:00,CATTLE-005,39,38.309,80.327,20.052,67.369,5.94,26.427,25.21,82.188,583.803,2.234,0.025,Healthy,0
2026-06-23 21:00:00,CATTLE-005,39,38.465,76.856,19.568,51.527,5.681,27.559,25.917,84.347,615.295,2.002,0.036,Healthy,0
2026-06-23 22:00:00,CATTLE-005,39,38.308,79.263,19.538,52.415,6.097,27.223,25.72,85.021,657.741,2.093,0.041,Healthy,0
2026-06-23 23:00:00,CATTLE-005,39,38.44,79.015,19.524,48.256,5.424,26.863,26.411,83.873,640.063,2.981,0.05,Healthy,0
2026-06-24 00:00:00,CATTLE-005,40,38.164,83.525,22.012,48.042,5.197,27.709,24.552,84.961,596.661,2.151,0.09,Healthy,0
2026-06-24 01:00:00,CATTLE-005,40,38.261,76.616,18.799,52.272,5.767,26.915,24.326,85.541,649.704,3.94,0.037,Healthy,0
2026-06-24 02:00:00,CATTLE-005,40,38.394,81.137,19.338,63.446,5.509,28.348,24.89,81.841,762.371,2.959,0.056,Healthy,0
2026-06-24 03:00:00,CATTLE-005,40,38.326,76.827,19.559,61.291,5.665,27.44,24.794,85.692,659.235,3.771,0.038,Healthy,0
2026-06-24 04:00:00,CATTLE-005,40,38.44,80.604,19.133,57.545,5.737,28.728,26.666,86.053,722.307,3.483,0.03,Healthy,0
2026-06-24 05:00:00,CATTLE-005,40,38.44,74.515,18.081,56.357,5.751,27.603,26.711,79.885,730.204,3.696,0.024,Healthy,0
2026-06-24 06:00:00,CATTLE-005,40,38.394,76.865,16.621,57.009,5.758,29.107,27.357,70.577,858.948,4.459,0.035,Healthy,0
2026-06-24 07:00:00,CATTLE-005,40,38.53,75.628,17.109,74.752,5.939,29.949,29.68,76.81,738.178,4.565,0.014,Healthy,0
2026-06-24 08:00:00,CATTLE-005,40,38.552,75.93,18.811,72.133,5.945,29.03,30.269,71.225,754.789,4.866,0.035,Healthy,0
2026-06-24 09:00:00,CATTLE-005,40,38.461,75.111,16.343,65.718,6.012,29.713,29.781,76.331,727.276,4.535,0.026,Healthy,0
2026-06-24 10:00:00,CATTLE-005,40,38.598,77.379,17.705,74.091,6.218,30.41,32.305,73.555,712.105,4.596,0.048,Healthy,0
2026-06-24 11:00:00,CATTLE-005,40,38.579,72.54,17.751,70.966,6.244,29.882,31.637,74.162,637.785,3.599,0.044,Healthy,0
2026-06-24 12:00:00,CATTLE-005,40,38.509,72.925,16.228,71.793,6.528,31.901,31.114,67.486,624.942,4.411,0.049,Healthy,0
2026-06-24 13:00:00,CATTLE-005,40,38.512,78.047,16.001,75.416,5.884,30.66,31.936,71.146,567.26,3.7,0.027,Healthy,0
2026-06-24 14:00:00,CATTLE-005,40,38.524,74.42,17.165,77.31,6.272,31.24,29.687,73.831,613.16,3.054,0.005,Healthy,0
2026-06-24 15:00:00,CATTLE-005,40,38.504,78.005,16.793,58.818,6.16,30.177,31.894,72.151,684.102,2.637,0.039,Healthy,0
2026-06-24 16:00:00,CATTLE-005,40,38.563,75.765,16.936,64.108,6.262,28.954,30.051,73.775,583.362,2.104,0.069,Healthy,0
2026-06-24 17:00:00,CATTLE-005,40,38.422,75.208,19.62,65.825,6.063,29.544,28.321,77.723,607.733,1.827,0.008,Healthy,0
2026-06-24 18:00:00,CATTLE-005,40,38.534,73.528,20.858,68.905,5.88,31.553,28.114,76.798,483.698,3.226,0.029,Healthy,0
2026-06-24 19:00:00,CATTLE-005,40,38.478,75.822,19.064,56.554,5.735,30.443,26.842,83.899,560.638,2.455,0.023,Healthy,0
2026-06-24 20:00:00,CATTLE-005,40,38.288,77.407,18.92,57.647,5.805,26.661,26.643,80.117,621.586,2.688,0.018,Healthy,0
2026-06-24 21:00:00,CATTLE-005,40,38.313,79.748,20.781,57.257,5.494,27.243,27.128,86.941,557.074,2.478,0.01,Healthy,0
2026-06-24 22:00:00,CATTLE-005,40,38.249,80.185,22.389,56.472,5.538,26.087,26.119,81.742,608.464,2.633,0.046,Healthy,0
2026-06-24 23:00:00,CATTLE-005,40,38.415,78.432,20.493,48.959,5.292,25.674,23.528,86.858,589.187,2.746,0.082,Healthy,0
2026-06-25 00:00:00,CATTLE-005,41,38.225,77.013,18.611,51.028,5.738,24.947,26.926,82.355,478.446,2.366,0.055,Healthy,0
2026-06-25 01:00:00,CATTLE-005,41,38.268,79.115,20.452,56.895,5.646,26.985,24.778,85.51,687.405,2.588,0.034,Healthy,0
2026-06-25 02:00:00,CATTLE-005,41,38.402,78.783,18.471,61.274,5.767,27.421,26.999,86.384,780.389,3.264,0.028,Healthy,0
2026-06-25 03:00:00,CATTLE-005,41,38.28,76.472,20.096,51.435,5.847,27.33,26.477,82.719,721.604,3.389,0.086,Healthy,0
2026-06-25 04:00:00,CATTLE-005,41,38.269,81.28,20.892,58.694,5.776,27.015,25.017,77.924,662.558,4.175,0.063,Healthy,0
2026-06-25 05:00:00,CATTLE-005,41,38.506,76.778,21.58,62.991,5.764,27.759,27.364,78.9,880.195,3.357,0.026,Healthy,0
2026-06-25 06:00:00,CATTLE-005,41,38.418,78.799,18.523,69.213,6.207,28.745,28.146,78.498,854.282,4.381,0.019,Healthy,0
2026-06-25 07:00:00,CATTLE-005,41,38.38,76.896,18.65,59.765,5.914,29.453,29.0,74.315,713.41,3.209,0.017,Healthy,0
2026-06-25 08:00:00,CATTLE-005,41,38.46,72.438,17.362,70.992,6.139,29.457,29.381,73.327,747.357,4.288,0.011,Healthy,0
2026-06-25 09:00:00,CATTLE-005,41,38.693,78.175,14.837,76.643,6.07,29.564,30.046,72.674,771.615,4.23,0.035,Healthy,0
2026-06-25 10:00:00,CATTLE-005,41,38.521,69.975,17.216,64.353,6.486,28.538,30.209,75.627,684.739,4.217,0.029,Healthy,0
2026-06-25 11:00:00,CATTLE-005,41,38.697,70.296,16.808,67.5,6.153,29.695,29.805,67.36,767.479,4.307,0.035,Healthy,0
2026-06-25 12:00:00,CATTLE-005,41,38.641,69.918,15.574,84.233,6.648,30.863,31.409,68.54,688.968,4.511,0.04,Healthy,0
2026-06-25 13:00:00,CATTLE-005,41,38.578,72.659,15.904,66.211,6.251,31.116,31.312,71.511,663.655,4.901,0.05,Healthy,0
2026-06-25 14:00:00,CATTLE-005,41,38.437,72.58,16.523,73.189,6.411,29.973,32.369,72.709,551.068,4.415,0.021,Healthy,0
2026-06-25 15:00:00,CATTLE-005,41,38.45,71.249,17.237,67.187,5.986,29.146,30.85,69.451,580.045,3.868,0.042,Healthy,0
2026-06-25 16:00:00,CATTLE-005,41,38.529,75.173,16.917,74.741,5.8,28.135,29.457,69.825,565.614,3.495,0.032,Healthy,0
2026-06-25 17:00:00,CATTLE-005,41,38.468,78.086,16.16,62.075,5.748,26.878,29.179,70.79,458.21,2.977,0.021,Healthy,0
2026-06-25 18:00:00,CATTLE-005,41,38.357,74.321,19.548,68.017,6.013,28.353,28.253,76.368,540.094,2.713,0.017,Healthy,0
2026-06-25 19:00:00,CATTLE-005,41,38.33,79.519,19.097,66.42,5.745,27.861,27.389,78.87,503.041,2.685,0.023,Healthy,0
2026-06-25 20:00:00,CATTLE-005,41,38.391,75.439,19.309,58.46,5.713,25.807,25.468,79.542,507.427,3.106,0.026,Healthy,0
2026-06-25 21:00:00,CATTLE-005,41,38.345,78.89,18.898,50.462,5.748,28.688,26.272,84.864,530.374,3.252,0.054,Healthy,0
2026-06-25 22:00:00,CATTLE-005,41,38.298,78.113,20.944,54.1,5.626,27.455,24.09,85.278,559.503,2.707,0.066,Healthy,0
2026-06-25 23:00:00,CATTLE-005,41,38.508,76.797,19.334,54.727,5.369,27.712,25.044,84.277,627.471,2.31,0.032,Healthy,0
2026-06-26 00:00:00,CATTLE-005,42,38.355,80.826,20.765,44.062,5.435,26.916,23.903,88.884,613.602,2.874,0.117,Healthy,0
2026-06-26 01:00:00,CATTLE-005,42,38.39,78.165,18.884,53.825,5.871,27.235,23.835,84.496,682.271,2.835,0.06,Healthy,0
2026-06-26 02:00:00,CATTLE-005,42,38.376,79.405,20.411,55.633,5.769,26.674,25.3,84.542,774.051,3.623,0.025,Healthy,0
2026-06-26 03:00:00,CATTLE-005,42,38.318,77.418,17.147,53.671,5.737,26.504,24.795,89.351,617.228,3.412,0.059,Healthy,0
2026-06-26 04:00:00,CATTLE-005,42,38.433,82.574,17.329,65.594,5.383,26.619,25.591,77.105,850.159,4.013,0.054,Healthy,0
2026-06-26 05:00:00,CATTLE-005,42,38.455,77.537,19.284,55.924,5.703,28.645,27.254,72.725,723.674,3.486,0.032,Healthy,0
2026-06-26 06:00:00,CATTLE-005,42,38.538,72.405,16.99,61.39,5.869,29.542,28.759,74.621,687.362,4.303,0.013,Healthy,0
2026-06-26 07:00:00,CATTLE-005,42,38.534,76.793,19.247,64.551,6.256,27.313,28.615,73.632,799.359,4.511,0.05,Healthy,0
2026-06-26 08:00:00,CATTLE-005,42,38.461,71.999,16.368,70.341,5.796,30.783,28.98,77.352,813.5,4.216,0.037,Healthy,0
2026-06-26 09:00:00,CATTLE-005,42,38.457,73.194,18.397,72.173,6.04,30.38,30.523,70.781,817.045,4.798,0.038,Healthy,0
2026-06-26 10:00:00,CATTLE-005,42,38.399,72.245,16.804,73.658,6.108,29.644,31.127,66.653,649.509,4.583,0.01,Healthy,0
2026-06-26 11:00:00,CATTLE-005,42,38.567,74.016,15.957,76.468,6.196,30.56,31.252,71.169,636.36,4.168,0.0,Healthy,0
2026-06-26 12:00:00,CATTLE-005,42,38.574,73.899,16.296,76.051,6.131,28.424,31.948,71.329,663.646,4.026,0.022,Healthy,0
2026-06-26 13:00:00,CATTLE-005,42,38.531,73.398,17.769,79.216,6.269,30.653,31.764,69.991,626.885,3.259,0.008,Healthy,0
2026-06-26 14:00:00,CATTLE-005,42,38.541,70.732,16.323,68.223,5.848,30.292,31.403,71.704,627.999,3.44,0.024,Healthy,0
2026-06-26 15:00:00,CATTLE-005,42,38.546,75.831,16.298,72.451,6.398,29.915,30.849,71.154,525.132,3.243,0.027,Healthy,0
2026-06-26 16:00:00,CATTLE-005,42,38.443,73.382,18.259,74.82,6.063,30.238,30.312,74.401,519.307,3.056,0.037,Healthy,0
2026-06-26 17:00:00,CATTLE-005,42,38.35,74.223,18.025,70.592,6.175,28.768,28.687,72.712,557.816,3.356,0.009,Healthy,0
2026-06-26 18:00:00,CATTLE-005,42,38.382,78.279,17.353,69.515,6.094,28.84,26.545,84.838,538.082,2.749,0.039,Healthy,0
2026-06-26 19:00:00,CATTLE-005,42,38.29,72.55,17.801,55.967,5.812,28.624,26.408,80.086,450.889,2.361,0.036,Healthy,0
2026-06-26 20:00:00,CATTLE-005,42,38.455,78.018,19.508,50.967,5.605,28.186,25.991,85.68,569.208,2.475,0.052,Healthy,0
2026-06-26 21:00:00,CATTLE-005,42,38.474,81.231,19.772,53.024,5.389,26.984,26.321,85.42,600.164,1.996,0.043,Healthy,0
2026-06-26 22:00:00,CATTLE-005,42,38.374,78.538,20.969,49.966,5.789,26.775,25.619,88.438,523.876,2.282,0.088,Healthy,0
2026-06-26 23:00:00,CATTLE-005,42,38.286,77.239,19.452,48.662,5.733,27.417,25.287,88.2,539.484,1.754,0.036,Healthy,0
2026-06-27 00:00:00,CATTLE-005,43,38.263,79.293,18.214,53.517,5.436,27.56,24.114,87.166,623.374,2.212,0.05,Healthy,0
2026-06-27 01:00:00,CATTLE-005,43,38.267,82.847,20.001,62.553,5.36,28.156,26.152,84.665,743.684,3.304,0.015,Healthy,0
2026-06-27 02:00:00,CATTLE-005,43,38.331,77.342,20.471,50.129,5.399,26.758,22.998,91.252,767.395,3.932,0.081,Healthy,0
2026-06-27 03:00:00,CATTLE-005,43,38.252,76.809,19.183,58.866,5.537,29.203,24.668,86.67,761.023,3.729,0.026,Healthy,0
2026-06-27 04:00:00,CATTLE-005,43,38.3,76.826,18.048,48.734,5.934,29.449,26.527,82.143,796.491,3.761,0.064,Healthy,0
2026-06-27 05:00:00,CATTLE-005,43,38.518,77.209,16.75,67.039,5.685,27.83,26.932,77.952,767.721,4.739,0.037,Healthy,0
2026-06-27 06:00:00,CATTLE-005,43,38.462,74.782,18.352,57.566,6.145,27.155,27.443,79.28,758.151,3.845,0.028,Healthy,0
2026-06-27 07:00:00,CATTLE-005,43,38.475,72.075,15.253,66.909,6.035,29.1,29.498,79.274,761.967,4.111,0.033,Healthy,0
2026-06-27 08:00:00,CATTLE-005,43,38.404,76.424,14.977,60.12,6.379,29.954,30.897,74.096,781.047,4.236,0.034,Healthy,0
2026-06-27 09:00:00,CATTLE-005,43,38.611,73.694,17.246,64.332,6.034,29.667,31.973,74.263,682.738,4.178,0.049,Healthy,0
2026-06-27 10:00:00,CATTLE-005,43,38.463,73.033,17.85,67.078,6.008,30.746,32.312,72.359,748.86,4.298,0.001,Healthy,0
2026-06-27 11:00:00,CATTLE-005,43,38.554,72.846,16.834,63.261,6.496,29.228,30.3,69.661,820.465,4.052,0.01,Healthy,0
2026-06-27 12:00:00,CATTLE-005,43,38.606,75.081,16.639,75.315,6.097,31.174,33.415,68.743,733.22,3.628,0.029,Healthy,0
2026-06-27 13:00:00,CATTLE-005,43,38.42,77.545,16.848,74.27,6.231,31.115,30.191,72.049,626.299,4.084,0.048,Healthy,0
2026-06-27 14:00:00,CATTLE-005,43,38.482,74.055,13.487,72.111,6.158,29.19,31.332,75.835,614.416,3.621,0.03,Healthy,0
2026-06-27 15:00:00,CATTLE-005,43,38.625,77.462,16.765,77.049,6.002,29.734,30.82,74.076,572.078,3.531,0.018,Healthy,0
2026-06-27 16:00:00,CATTLE-005,43,38.435,75.774,19.418,70.611,6.159,30.958,30.208,71.664,549.964,3.339,0.021,Healthy,0
2026-06-27 17:00:00,CATTLE-005,43,38.447,74.734,18.815,73.876,6.0,29.709,29.515,76.873,559.074,3.13,0.039,Healthy,0
2026-06-27 18:00:00,CATTLE-005,43,38.433,74.678,18.535,56.111,5.778,28.187,28.568,76.06,527.671,2.318,0.035,Healthy,0
2026-06-27 19:00:00,CATTLE-005,43,38.427,78.447,19.863,57.667,5.913,27.052,26.084,80.558,513.446,2.692,0.034,Healthy,0
2026-06-27 20:00:00,CATTLE-005,43,38.348,77.002,21.223,60.346,5.89,29.854,26.407,82.399,494.398,2.505,0.018,Healthy,0
2026-06-27 21:00:00,CATTLE-005,43,38.404,76.899,19.787,59.747,5.315,29.277,24.635,87.789,490.015,2.023,0.08,Healthy,0
2026-06-27 22:00:00,CATTLE-005,43,38.26,79.472,18.55,54.962,5.821,28.654,24.882,87.352,737.959,2.695,0.01,Healthy,0
2026-06-27 23:00:00,CATTLE-005,43,38.38,81.857,20.493,53.561,5.533,28.622,25.077,84.912,564.647,2.768,0.033,Healthy,0
2026-06-28 00:00:00,CATTLE-005,44,38.424,79.872,21.898,62.351,5.654,26.943,24.21,86.023,648.857,2.623,0.009,Healthy,0
2026-06-28 01:00:00,CATTLE-005,44,38.423,79.365,19.802,58.564,5.351,26.839,24.126,90.251,660.223,2.631,0.06,Healthy,0
